project_id,description,location,contractor,cost,completion_date,report_contract_id,start_date,project_type,funding_year,report_year,region,lat,lng
P00725846LZ,"Construction of Structure for Riverbank Protection along Sta. Rosa River, (near Technopark), Sta. Rosa City, Laguna",LAGUNA,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC.,96492115.43,2023-12-14,23DI0048,02/24/2023,Construction of Flood Mitigation Structure,2023,2023,Region IV-A,14.264103,121.059157
P00620103LZ,"Installation of Automatic Trash Screen & Horizontal Conveyor & Accessories at Estero de Vitas, Barangay 151, Manila City",CITY OF MANILA,EIGHT J'S CONSTRUCTION SERVICES,93846057.69,2022-11-17,22OE0019,04/01/2022,Construction of Flood Mitigation Facility,2022,2022,National Capital Region,14.618102,120.970561
P00845879LZ,"Construction of River Capacity Enhancement Structure along Lagarian Creek, Quezon City (Phase VI)",QUEZON CITY,"JTC CRUZ CONSTRUCTION CO., INC.",49498395.28,2024-12-20,24OG0102,03/26/2024,Construction of Flood Mitigation Structure,2024,2024,National Capital Region,14.6254,121.0347
P00725498LZ,"Rehabilitation of Estero de Vitas, (Phase I), Tondo, Manila",CITY OF MANILA,LE BRON CONSTRUCTION,38592779.28,2023-09-23,23OE0081,02/17/2023,Rehabilitation / Major Repair of Flood Control Structure,2023,2023,National Capital Region,14.617928,120.970578
P00824614LZ,"Construction of Retarding Basin along Estero de Valencia, Manila City (Phase VIII)",CITY OF MANILA,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP. / MANGEN TECHNO-BUILDERS INC.,48803086.9,2024-12-13,24OE0171,02/12/2024,Construction of Retarding Basin,2024,2024,National Capital Region,14.601074,121.00237
P00820070LZ,"Construction of Retarding Basin at Estero dela Reina (Phase XXI), Tondo, Manila City",CITY OF MANILA,G.F. FABIAN CONSTRUCTION / F316 CONSTRUCTION CORP.,96349103.73,2025-03-17,24OE0011,02/08/2024,Construction of Retarding Basin,2024,2024,National Capital Region,14.606302,120.970606
P00725847LZ,"Construction of Structure for Riverbank Protection along Sta. Rosa River, (near CALAX), Sta. Rosa City, Laguna",LAGUNA,YPR GEN. CONTRACTOR AND CONSTRUCTION SUPPLY INC.,96499086.72,2023-12-08,23DI0053,02/24/2023,Construction of Flood Mitigation Structure,2023,2023,Region IV-A,14.264103,121.059157
P00639311LZ,"Construction of Flood Control Structure within Brgy. Sta. Monica, Quezon City",QUEZON CITY,PRECIOUS CONSTRUCTION / DARCY & ANNA BUILDERS & TRADING,93605000,2023-08-07,22OF0228,05/19/2022,Construction of Flood Mitigation Structure,2022,2022,National Capital Region,14.7007046219778,121.034767634908
P00525974LZ,"Improvement of Manamtam River Control along Matuno River, Manamtam Section, Sta. 0+360 - Sta. 0+510, Bambang, Nueva Vizcaya",NUEVA VIZCAYA,J.E.L. CONSTRUCTION & SUPPLY,24519676.04,2022-11-18,21BI0045,04/05/2022,Rehabilitation / Major Repair of Flood Control Structure,2021,2021,Region II,16.389788,121.0594889
P00525819LZ,"Construction of Retention Basin along Estero de Valencia Phase III, Manila City",CITY OF MANILA,ST. TIMOTHY CONSTRUCTION CORPORATION,46940474.1,2022-11-30,21OE0018,06/09/2021,Construction of Flood Mitigation Structure,2021,2021,National Capital Region,14.602398,121.002408
P00844748LZ,"Construction of Flood Control Structure, Barangay Francisco Homes Guijo - Barangay Yakal, San Jose del Monte, Bulacan",BULACAN,"TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)",48257590.02,2025-02-12,24CD0169,04/30/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,14.81203,121.059491
P00725501LZ,"Construction of Retention Basin at Estero dela Reina (Phase VI), Tondo, Manila City",CITY OF MANILA,ROAD EDGE TRADING & DEVELOPMENT SERVICES,63351310.49,2024-10-16,23OE0055,02/17/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.606391,120.970642
P00620163LZ,"Construction of Flood Control Structure, Ilog Bayan River, San Jose Del Monte City, Bulacan",BULACAN,"L.R. TIQUI BUILDERS, INC.",94568676.93,2022-11-23,22CD0055,03/07/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,14.81899,121.03509
P00725502LZ,"Construction of Retention Basin at Estero dela Reina (Phase V), Tondo, Manila City",CITY OF MANILA,ROAD EDGE TRADING & DEVELOPMENT SERVICES,63260685.8,2024-07-15,23OE0045,02/16/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.606167,120.970723
P00725532LZ,"Construction of Flood Mitigation Structure (Installation of Booster Pump) and Groundsill at Villanueva Creek Near Salvador Bridge, District 1, Parañaque City",PARAÑAQUE CITY,ST. TIMOTHY CONSTRUCTION CORPORATION,82982803.05,2024-04-09,23OC0038,02/15/2023,Construction of Flood Mitigation Facility,2023,2023,National Capital Region,14.473774,121.002449
P00740502LZ,"Construction/Improvement of Drainage System, Brgy. Lower Bicutan, Taguig City",TAGUIG CITY,STO. CRISTO CONSTRUCTION & TRADING INC. (FOR: STO. CRISTO CONSTRUCTION & TRADING),49000000,2024-06-03,23OB0322,04/27/2023,Construction of Drainage Structure,2023,2023,National Capital Region,14.4906666018161,121.059500840699
P00742113LZ,"Construction of Flood Control Wall along Jacinto Creek and Robes Creek, Brgy. 175, Caloocan City",CALOOCAN CITY,"PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST.",89748579.45,2023-11-22,23OD0088,06/19/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.772958,121.035159
P00725478LZ,"Installation of Booster Pump along Estero dela Reina, CM Recto Ave., (Phase I), Tondo, Manila",CITY OF MANILA,EIGHT J'S CONSTRUCTION SERVICES / JIIK CONSTRUCTION SERVICES,96499737.82,2023-07-25,23OE0012,02/17/2023,Construction of Flood Mitigation Facility,2023,2023,National Capital Region,14.60609,120.970775
P00725722LZ,"Construction of Flood Control Structure, Sapang Palay Proper, City of San Jose del Monte, Bulacan",BULACAN,"TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)",96497531.45,2023-12-29,23CD0068,03/01/2023,Construction of Flood Mitigation Structure,2023,2023,Region III,14.83542,121.03516
P00620436LZ,"Construction of Retention Basin along Estero de Valencia, Manila City",CITY OF MANILA,JMK BUILDERS CONSTRUCTION,29316136.16,2022-09-23,22OE0008,02/23/2022,Construction of Flood Mitigation Structure,2022,2022,National Capital Region,14.601396,121.002475
P00725479LZ,"Installation of Booster Pump along Estero dela Reina, CM Recto Ave., (Phase II), Tondo, Manila",CITY OF MANILA,EIGHT J'S CONSTRUCTION SERVICES,96452618.46,2023-07-25,23OE0021,02/17/2023,Construction of Flood Mitigation Facility,2023,2023,National Capital Region,14.60609,120.970775
P00620374LZ,"Rehabilitation/ Upgrading and Drainage Improvement along Sampaguita St. and its Vicinity, Brgy. Comembo and Brgy. Pembo, Makati City",MAKATI CITY,THE STEADFAST BUILDERS,27440000,2022-07-03,22OC0023,02/04/2022,Rehabilitation / Major Repair of Drainage Structure,2022,2022,National Capital Region,14.541451,121.059559
P00620240LZ,"Construction of Revetment/Riverwall along San Isidro River, Brgy. Sampaguita, San Pedro City, Laguna",LAGUNA,MAR-VEL CONSTRUCTION & SUPPLY,77196457,2022-11-15,22DI0036,02/21/2022,Construction of Revetment,2022,2022,Region IV-A,14.34311,121.03521
P00823250LZ,"Installation of Booster Pump in CM Recto Ave. (Phase 1), Tondo, Manila City",CITY OF MANILA,JELSIE CONSTRUCTION & SUPPLY,96362389.26,2024-04-17,24OE0038,02/08/2024,Construction of Flood Mitigation Facility,2024,2024,National Capital Region,14.60609,120.970775
P00838479LZ,"Rehabilitation of Flood Control Structure, Kaybukot Creek, Barangay Gulod, Quezon City",QUEZON CITY,LE BRON CONSTRUCTION,28157584.94,2024-09-16,24OF0008,02/06/2024,Rehabilitation / Major Repair of Flood Control Structure,2024,2024,National Capital Region,14.710618,121.035395
P00823251LZ,"Installation of Booster Pump in CM Recto Ave. (Phase 2), Tondo, Manila City",CITY OF MANILA,JELSIE CONSTRUCTION & SUPPLY,95445184.12,2024-04-17,24OE0039,02/08/2024,Construction of Flood Mitigation Facility,2024,2024,National Capital Region,14.60609,120.970775
P00820610LZ,"Construction of Reinforced Concrete Box Culvert along J.P. Rizal St., Caloocan City",CALOOCAN CITY,"TOUGHBUILT CONSTRUCTION & TRADING, INC.",35678835.1,2025-01-07,24OD0010,02/14/2024,Construction of Drainage Structure,2024,2024,National Capital Region,14.638395,120.970797
P00725497LZ,"Construction of Retention Basin along Estero de Valencia, Barangay 633, Manila",CITY OF MANILA,"NEWBIG FOUR J CONSTRUCTION INC., (FORMERLY FOUR J",43340916.4,2024-05-21,23OE0054,02/17/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.59807,121.002722
P00725980LZ,"Construction of Flood Control Wall along the Bank of Creeks in Phase 7, Brgy. 176, Caloocan City",CALOOCAN CITY,WAWAO BUILDERS,47774811.92,2023-12-27,23OD0012,02/21/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.776904,121.059794
P00820051LZ,"Construction of Flood Mitigation Structure along Estero dela Reina, Barangay 268, Manila City",CITY OF MANILA,DOUBLE 12 CONSTRUCTION & SUPPLY,67305759.15,2025-01-12,24OE0069,02/08/2024,Construction of Revetment,2024,2024,National Capital Region,14.60585,120.970828
P00620406LZ,"Construction of Flood Control Wall along the Banks of Creeks, Brgy. 173 (Phase 2), Caloocan City",CALOOCAN CITY,"PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST.",43645007.79,2022-09-13,22OD0044,02/08/2022,Construction of Flood Mitigation Structure,2022,2022,National Capital Region,14.759148,121.035422
P00526012LZ,"Construction of Flood Control Structures along Bulo River (Sta. Lucia Section), Barangay Sta. Lucia, San Miguel, Bulacan",BULACAN,"729 CONSTRUCTION, INC. (FORMERLY 722 CONSTRUCTION, INC.)",23519992.2,2023-12-08,21CD0132,03/30/2022,Construction of Flood Mitigation Structure,2021,2021,Region III,15.226487,121.002902
P00820152LZ,"Construction of Manaan Flood Control (Phase II), Luhong, Tinoc, Ifugao",IFUGAO,DJY CONSTRUCTION,96500000,2024-12-15,24P00029,03/18/2024,Construction of Flood Mitigation Structure,2024,2024,Cordillera Administrative Region,16.6498546111111,120.970922611111
P00825114LZ,"Construction of Revetment along Carmona River, Brgy. Mabuhay, Carmona, Cavite",CAVITE,OMNICON BUILDERS,125838791.69,2025-02-28,24DQ0008,02/14/2024,Construction of Revetment,2024,2024,Region IV-A,14.29939,121.03544
P00630923LZ,"Construction of Drainage System (Box Culvert) along Labores Street, Pandacan, Manila",CITY OF MANILA,ST. TIMOTHY CONSTRUCTION CORPORATION,54455277.96,2023-12-22,22OH0081,04/13/2022,Construction of Drainage Structure,2022,2022,National Capital Region,14.58955,121.003028
P00725827LZ,"Construction of Flood Protection Structure Phase 2, (Biñan-Sta.Rosa Boundary), Biñan Side, Biñan City, Laguna",LAGUNA,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP.,93797418,2024-03-16,23DI0047,02/24/2023,Construction of Flood Mitigation Structure,2023,2023,Region IV-A,14.26463333,121.0601444
P00839534LZ,"Rehabilitation of Drainage System, Barangay Kamuning, Quezon City",QUEZON CITY,MANCOL CONSTRUCTION CORPORATION,29697364.69,2024-09-23,24OG0017,02/08/2024,Rehabilitation / Major Repair of Drainage Structure,2024,2024,National Capital Region,14.627797,121.0354898
P00725509LZ,"Construction of Drainage System (Box Culvert) Labores St. and Vicinity (Phase II), Manila City",CITY OF MANILA,N.M.E. CONSTRUCTION,57660100.17,2024-05-03,23OH0040,02/27/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.58955,121.003028
P00727025LZ,"Construction of Box Culvert along Anonas St., Manila City",CITY OF MANILA,G.F. FABIAN CONSTRUCTION,44092161.16,2023-09-30,23OE0083,03/01/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.597978,121.00351
P00742244LZ,"Construction of Retention Basin at Estero dela Reina, Tondo, Manila City (Phase X)",CITY OF MANILA,"JTC CRUZ CONSTRUCTION CO., INC. / NEWBIG FOUR J CONSTRUCTION INC., (FORMERLY FOUR J",95158284.39,2024-04-15,23OE0190,03/20/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.617099,120.970949
P00820057LZ,"Construction of Pumping Station at Estero dela Reina, Barangay 55 (Phase II), Tondo, Manila City",CITY OF MANILA,A.M. SALONG CONSTRUCTION,64212511.86,2024-09-26,24OE0002,02/08/2024,Construction of Flood Mitigation Facility,2024,2024,National Capital Region,14.617099,120.970949
P00726002LZ,"Construction of Pumping Station at Estero dela Reina, Barangay 55, Tondo, Manila City",CITY OF MANILA,JELSIE CONSTRUCTION & SUPPLY,47747381.33,2024-07-16,23OE0072,02/16/2023,Construction of Flood Mitigation Facility,2023,2023,National Capital Region,14.617079,120.970958
P00620033LZ,"Construction of Retarding Basin at Estero dela Reina, (Phase II), Manila City",CITY OF MANILA,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,48192506.57,2023-12-13,22OE0013,02/23/2022,Construction of Flood Mitigation Structure,2022,2022,National Capital Region,14.61709,120.97098
P00839468LZ,"Construction of Flood Control Structure along Santa Fe River, Barangay Banganan, Aritao, Nueva Vizcaya",NUEVA VIZCAYA,AMP 723 CONSTRUCTION CORPORATION (FORMERLY: A.M.P. CONSTRUCTION),57899799.23,2025-02-11,24BJ0007,06/10/2024,Construction of Slope Protection Structure,2024,2024,Region II,16.293333,121.035555
P00620153LZ,"Construction of Flood Control Structure along Talavera River, Brgy. Palestina, San Jose City, Nueva Ecija",NUEVA ECIJA,WIZARD CONCRETE SOLUTIONS AND CONSTRUCTION CORPORATION (FORMERLY: WIZARD TRADING & CONSTRUCTION),57899979.93,2022-10-27,22CE0030,03/02/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,15.778152,121.003554
P00620918LZ,"Improvement of Slope Protection of Sapang Buwaya Creek Near Annex 31 Subdivision (Phase V), Brgy. Marcelo Green, Parañaque City",PARAÑAQUE CITY,RAICON DEVELOPMENT CORPORATION (FORMERLY : RA IGNACIO CONST. CORP.) / P.L.G.L. CONSTRUCTION,48996552.93,2023-02-16,22OC0182,06/22/2022,Construction of Revetment,2022,2022,National Capital Region,14.47713009,121.0357946
P00844689LZ,"Construction of Drainage Systems at Nocom and Various Connecting Drainages, Brgy. Tandang Sora, Quezon City",QUEZON CITY,REND ENTERPRISES & GENERAL CONTRACTOR,14699417.18,2024-09-27,24OF0145,04/01/2024,Construction of Drainage Structure,2024,2024,National Capital Region,14.68003,121.035835
P00823539LZ,"Construction of Flood Control Structure at Laurel, San Pascual, Batangas",BATANGAS,GREENFIELD CONSTRUCTION,14475000,2024-05-15,24DE0029,02/07/2024,Construction of Flood Mitigation Structure,2024,2024,Region IV-A,13.79916,121.03611
P00639413LZ,"Construction of Flood Control Structure at Brgy. Tandang Sora, Quezon City",QUEZON CITY,"C.E.M. CONSTRUCTION, INC.",28518000,2022-12-12,22OF0198,05/19/2022,Construction of Flood Mitigation Structure,2022,2022,National Capital Region,14.6729470712285,121.036179784275
P00727379LZ,"Construction of Busuanga Flood Control Structure (Sto. Niño Section), Sta. 0 + 000 - Sta. 0 + 320, Rizal, Occidental Mindoro",OCCIDENTAL MINDORO,F.A. TORRES CONSTRUCTION / MIGHTY DRAGON BUILDERS INC.,45079770.46,2023-07-17,23EB0031,03/10/2023,Construction of Flood Mitigation Structure,2023,2023,Region IV-B,12.46697,121.03628
P00725545LZ,"Construction of Flood Control Structure along the Banks of Creeks, Barangay 173, Caloocan City (Phase 3)",CALOOCAN CITY,IM CONSTRUCTION CORPORATION,85077965.88,2023-11-15,23OD0086,02/21/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.75578,121.03659
P00820632LZ,"Construction of Flood Control Structure at Barangay Novaliches Proper, Quezon City (Phase II)",QUEZON CITY,FRAMECON BUILDERS,48458879.03,2024-11-28,24OF0020,02/06/2024,Construction of Flood Mitigation Structure,2024,2024,National Capital Region,14.714748,121.036593
P00525778LZ,"Construction of Drainage Systems along Barangay 162, Caloocan City",CALOOCAN CITY,IM CONSTRUCTION CORPORATION,4790381.17,2022-08-15,21OD0187,02/24/2022,Construction of Drainage Structure,2021,2021,National Capital Region,14.679958,121.003919
P00725547LZ,"Construction of Flood Control Structure along Jacinto Creek and Robes Creek, Barangay 175, Caloocan City",CALOOCAN CITY,"E.M. CUERPO, INC. / AYLAN CONSTRUCTION & TRADING",85271997.66,2023-12-14,23OD0087,02/21/2023,Construction of Flood Mitigation Structure,2023,2023,National Capital Region,14.772502,121.036756
P00620535LZ,"Construction of Flood Control Structure along Talavera River, Brgy. Tabulac, San Jose City, Nueva Ecija",NUEVA ECIJA,IJK MAE CONSTRUCTION INC. / NIÑAS CONSTRUCTION CORP. (FORMERLY: NINA'S CONSTRUCTION AND SUPPLIES),39092350.45,2022-08-20,22CE0086,02/22/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,15.745756,121.00399
P00620586LZ,"Construction of River Protection Structure along San Isidro River, Brgy. Sampaguita and Brgy. Calendola, San Pedro City, Laguna",LAGUNA,FOURTH GENERATION T CONSTRUCTION,27418464.34,2022-07-18,22DI0040,02/14/2022,Construction of Flood Mitigation Structure,2022,2022,Region IV-A,14.343888,121.03681
P00725975LZ,"Rehabilitation of Drainage System along Dian St., Buendia Ave., and its Laterals, Makati City",MAKATI CITY,PETER G. CHUA BUILDERS,7129230.51,2023-12-11,23OC0009,08/14/2023,Rehabilitation / Major Repair of Drainage Structure,2023,2023,National Capital Region,14.555933,121.004015
P00740292LZ,"Installation of Booster Pump at Estero de Valencia (Phase III), Manila City",CITY OF MANILA,EIGHT J'S CONSTRUCTION SERVICES,96246850.63,2023-09-03,23OE0040,03/28/2023,Construction of Flood Mitigation Facility,2023,2023,National Capital Region,14.605696,121.004171
P00631038LZ,"Construction of Flood Control Structure at Brgy. Unang Sigaw, Quezon City",QUEZON CITY,C & F CONSTRUCTION & DEVELOPMENT CORPORATION,9507300.5,2022-09-27,22OF0073,02/24/2022,Construction of Flood Mitigation Structure,2022,2022,National Capital Region,14.729435,121.036936
P00820007LZ,"Construction of Booster Pumping Station Along Estero de Tripa de Gallina, Pedro Gil Street, Barangay 869, Manila City Phase I",CITY OF MANILA,G.F. FABIAN CONSTRUCTION,55557185.69,2024-06-21,24OH0024,02/23/2024,Construction of Flood Mitigation Facility,2024,2024,National Capital Region,14.57965,121.004275
P00920131LZ,"Construction of Booster Pumping Station Along Estero de Tripa de Gallina Along Pedro Gil Street Barangay 869, Manila City, Phase II",CITY OF MANILA,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP. / JCA CONSTRUCTION AND CONSTRUCTION SUPPLY,137222334.81,2025-05-06,25OH0006,03/03/2025,Construction of Flood Mitigation Facility,2025,2025,National Capital Region,14.579709,121.004299
